amountMax,amountMin,availability,conditions,currency,isSale,mid,merchant,shipping,brand,ean,manufacturer,manufacturerNumber,primaryCategories,upc
104.99 ,104.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,SanusVLF410B1,Electronics,7.94E+11,,,
69.00 ,64.99 ,In Stock,New,USD,TRUE,2,Walmart.com,Expedited,Boytone,,Boytone,BT-210F,Electronics,6.42E+11
69.00 ,69.00 ,In Stock,New,USD,FALSE,3,Walmart.com,Expedited,Boytone,,Boytone,BT-210F,Electronics,6.42E+11
69.99 ,69.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,Boytone,,Boytone,BT-210F,Electronics,6.42E+11
66.99 ,66.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,Boytone,,Boytone,BT-210F,Electronics,6.42E+11
66.00 ,66.00 ,In Stock,New,USD,FALSE,6,Walmart.com,Expedited,Boytone,,Boytone,BT-210F,Electronics,6.42E+11
74.99 ,74.99 ,In Stock,New,USD,FALSE,7,California Electronics,Value,Boytone,,Boytone,BT-210F,Electronics,6.42E+11
65.99 ,65.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,Boytone,,Boytone,BT-210F,Electronics,6.42E+11
69.99 ,69.99 ,In Stock,New,USD,FALSE,9,Walmart.com,Expedited,Boytone,,Boytone,BT-210F,Electronics,6.42E+11
69.00 ,64.00 ,In Stock,New,USD,TRUE,10,Walmart.com,Standard,Boytone,,Boytone,BT-210F,Electronics,6.42E+11
69.99 ,69.99 ,TRUE,new,USD,FALSE,1,Bestbuy.com,,Boytone,,Boytone,BT-210F,Electronics,6.42E+11
64.99 ,64.99 ,In Stock,New,USD,FALSE,12,Walmart.com,Expedited,Boytone,,Boytone,BT-210F,Electronics,6.42E+11
64.99 ,64.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,Boytone,,Boytone,BT-210F,Electronics,6.42E+11
23.99 ,23.99 ,TRUE,new,USD,FALSE,1,Bestbuy.com,,DENAQ,,Dantona,DQ-PA3032U-5525,Electronics,8.14E+11
31.99 ,31.99 ,TRUE,new,USD,FALSE,15,Wayfair - Walmart.com,,DENAQ,,Dantona,DQ-PA3032U-5525,Electronics,8.14E+11
20.99 ,20.99 ,Yes,New,USD,TRUE,1,Bestbuy.com,Free Shipping,DENAQ,,Dantona,DQ-PA3032U-5525,Electronics,8.14E+11
34.99 ,34.99 ,TRUE,new,USD,FALSE,17,Wayfair - Walmart.com,,DENAQ,,Dantona,DQ-PA3032U-5525,Electronics,8.14E+11
23.99 ,23.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,DENAQ,,Dantona,DQ-PA3032U-5525,Electronics,8.14E+11
290.99 ,290.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,DreamWaveTREMOR,Electronics,7.52E+11,,,
279.99 ,279.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,DreamWaveTREMOR,Electronics,7.52E+11,,,
299.99 ,299.99 ,TRUE,new,USD,FALSE,1,Bestbuy.com,,DreamWaveTREMOR,Electronics,7.52E+11,,,
225.99 ,225.99 ,TRUE,new,USD,TRUE,1,Bestbuy.com,,DreamWaveTREMOR,Electronics,7.52E+11,,,
289.99 ,289.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,DreamWaveTREMOR,Electronics,7.52E+11,,,
244.01 ,244.01 ,In Stock,New,USD,FALSE,24,Growkart,Value,Yamaha,27108105321,YAMAHA,NSSP1800BL,Electronics,27108105321
132.99 ,132.99 ,Yes,New,USD,TRUE,1,Bestbuy.com,Free Shippingon orders 35 and up,Yamaha,27108105321,YAMAHA,NSSP1800BL,Electronics,27108105321
149.99 ,149.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,Yamaha,27108105321,YAMAHA,NSSP1800BL,Electronics,27108105321
149.95 ,149.95 ,In Stock,New,USD,TRUE,27,bhphotovideo.com,Free Expedited Shipping,Yamaha,27108105321,YAMAHA,NSSP1800BL,Electronics,27108105321
136.99 ,136.99 ,Yes,New,USD,TRUE,1,Bestbuy.com,Free Shipping on orders 35 and up,Yamaha,27108105321,YAMAHA,NSSP1800BL,Electronics,27108105321
254.99 ,254.99 ,Yes,New,USD,TRUE,1,Bestbuy.com,,Universal Remote ControlX-7,Electronics,6.57E+11,,,
209.99 ,209.99 ,Yes,New,USD,TRUE,1,Bestbuy.com,,Universal Remote ControlX-7,Electronics,6.57E+11,,,
299.98 ,299.98 ,undefined,new,USD,FALSE,1,Bestbuy.com,,Universal Remote ControlX-7,Electronics,6.57E+11,,,
239.99 ,239.99 ,Yes,New,USD,TRUE,1,Bestbuy.com,,Universal Remote ControlX-7,Electronics,6.57E+11,,,
299.98 ,299.98 ,Yes,New,USD,FALSE,1,Bestbuy.com,,Universal Remote ControlX-7,Electronics,6.57E+11,,,
499.00 ,499.00 ,In Stock,New,USD,FALSE,34,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Bose,,Bose,7209601100,Electronics,17817664585
699.99 ,699.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,Bose,,Bose,7209601100,Electronics,17817664585
699.00 ,699.00 ,In Stock,New,USD,FALSE,36,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Bose,,Bose,7209601100,Electronics,17817664585
689.95 ,689.95 ,yes,New,USD,FALSE,37,bargainbrokers,FREE,Bose,,Bose,7209601100,Electronics,17817664585
599.00 ,599.00 ,In Stock,New,USD,FALSE,38,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Bose,,Bose,7209601100,Electronics,17817664585
224.99 ,224.99 ,TRUE,new,USD,TRUE,1,Bestbuy.com,,SamsungMZ-7KE512BW,Electronics,8.87E+11,,,
249.99 ,249.99 ,TRUE,new,USD,FALSE,1,Bestbuy.com,,SamsungMZ-7KE512BW,Electronics,8.87E+11,,,
139.99 ,139.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,CorsairCMK16GX4M2B3000C15,Electronics,8.44E+11,,,
162.99 ,162.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,CorsairCMK16GX4M2B3000C15,Electronics,8.44E+11,,,
189.99 ,189.99 ,TRUE,new,USD,FALSE,1,Bestbuy.com,,CorsairCMK16GX4M2B3000C15,Electronics,8.44E+11,,,
194.82 ,194.82 ,In Stock,New,USD,FALSE,44,Beach Audio Inc,Standard,CorsairCMK16GX4M2B3000C15,Electronics,8.44E+11,,,
149.99 ,149.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,CorsairCMK16GX4M2B3000C15,Electronics,8.44E+11,,,
147.99 ,147.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,CorsairCMK16GX4M2B3000C15,Electronics,8.44E+11,,,
158.95 ,158.95 ,In Stock,New,USD,FALSE,47,Alex Magic Electronics,Value,CorsairCMK16GX4M2B3000C15,Electronics,8.44E+11,,,
154.99 ,154.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,CorsairCMK16GX4M2B3000C15,Electronics,8.44E+11,,,
151.99 ,151.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,CorsairCMK16GX4M2B3000C15,Electronics,8.44E+11,,,
55.99 ,55.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,Outdoor TechOT1351-GR,Electronics,"818,389,012,855,818,000,000,000",,,
56.99 ,56.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,Outdoor TechOT1351-GR,Electronics,"818,389,012,855,818,000,000,000",,,
65.99 ,65.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,Outdoor TechOT1351-GR,Electronics,"818,389,012,855,818,000,000,000",,,
71.99 ,71.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,Outdoor TechOT1351-GR,Electronics,"818,389,012,855,818,000,000,000",,,
63.99 ,63.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,Outdoor TechOT1351-GR,Electronics,"818,389,012,855,818,000,000,000",,,
59.99 ,59.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,Outdoor TechOT1351-GR,Electronics,"818,389,012,855,818,000,000,000",,,
64.99 ,64.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,Outdoor TechOT1351-GR,Electronics,"818,389,012,855,818,000,000,000",,,
58.99 ,58.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,Outdoor TechOT1351-GR,Electronics,"818,389,012,855,818,000,000,000",,,
57.99 ,57.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,Outdoor TechOT1351-GR,Electronics,"818,389,012,855,818,000,000,000",,,
99.99 ,99.99 ,In Stock,New,USD,FALSE,59,UnbeatableSale,Freight,Motorola,8.16E+11,Motorola,SCOUT66,Electronics,8.16E+11
99.99 ,99.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,Motorola,8.16E+11,Motorola,SCOUT66,Electronics,8.16E+11
199.99 ,199.99 ,TRUE,new,USD,FALSE,1,Bestbuy.com,,SamsungSM-R140NZKAXAR,Electronics,8.87E+11,,,
149.99 ,149.99 ,In Stock,New,USD,TRUE,62,bhphotovideo.com,Free Expedited Shipping for most orders over $49,SamsungSM-R140NZKAXAR,Electronics,8.87E+11,,,
159.99 ,159.99 ,In Stock,New,USD,TRUE,63,bhphotovideo.com,Free Expedited Shipping for most orders over $49,SamsungSM-R140NZKAXAR,Electronics,8.87E+11,,,
199.00 ,199.00 ,In Stock,New,USD,FALSE,64,Walmart.com,Expedited,SamsungSM-R140NZKAXAR,Electronics,8.87E+11,,,
154.95 ,154.95 ,yes,New,USD,FALSE,65,your-best-store,FREE,SamsungSM-R140NZKAXAR,Electronics,8.87E+11,,,
199.99 ,199.99 ,In Stock,New,USD,FALSE,66,bhphotovideo.com,Free Expedited Shipping for most orders over $49,SamsungSM-R140NZKAXAR,Electronics,8.87E+11,,,
89.99 ,89.99 ,In Stock,New,USD,FALSE,67,BuyVPC,Value,WDWD20EFRX,Electronics,7.18E+11,,,
99.00 ,99.00 ,yes,New,USD,FALSE,68,tube_works,,WDWD20EFRX,Electronics,7.18E+11,,,
83.99 ,83.99 ,In Stock,New,USD,TRUE,69,bhphotovideo.com,Free Expedited Shipping,WDWD20EFRX,Electronics,7.18E+11,,,
84.99 ,84.99 ,In Stock,New,USD,FALSE,70,bhphotovideo.com,Free Expedited Shipping for most orders over $49,WDWD20EFRX,Electronics,7.18E+11,,,
90.71 ,90.71 ,In Stock,New,USD,FALSE,71,DigitalShopper,Standard,WDWD20EFRX,Electronics,7.18E+11,,,
84.99 ,84.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,WDWD20EFRX,Electronics,7.18E+11,,,
89.95 ,89.95 ,In Stock,New,USD,FALSE,73,bhphotovideo.com,Free Expedited Shipping for most orders over $49,WDWD20EFRX,Electronics,7.18E+11,,,
199.00 ,199.00 ,yes,New,USD,FALSE,74,gabrians,FREE,PanamaxMR4000,Electronics,50616008921,,,
159.98 ,159.98 ,Yes,New,USD,FALSE,1,Bestbuy.com,,PanamaxMR4000,Electronics,50616008921,,,
199.98 ,199.98 ,TRUE,new,USD,FALSE,1,Bestbuy.com,,PanamaxMR4000,Electronics,50616008921,,,
75.00 ,75.00 ,yes,Seller refurbished,USD,FALSE,77,discountparts99,FREE,PanamaxMR4000,Electronics,50616008921,,,
51.99 ,51.99 ,In Stock,New,USD,FALSE,78,Car Audio Closeout,Value,AlpineSPE-6000,Electronics,7.93E+11,,,
99.99 ,49.95 ,In Stock,New,USD,TRUE,79,Audiosavings,Value,AlpineSPE-6000,Electronics,7.93E+11,,,
49.99 ,49.99 ,yes,New,USD,FALSE,80,www-sonicelectronix-com,FREE,AlpineSPE-6000,Electronics,7.93E+11,,,
66.99 ,66.99 ,Yes,New,USD,TRUE,1,Bestbuy.com,,AlpineSPE-6000,Electronics,7.93E+11,,,
99.99 ,44.36 ,In Stock,New,USD,TRUE,82,Audiosavings,Value,AlpineSPE-6000,Electronics,7.93E+11,,,
79.99 ,79.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,AlpineSPE-6000,Electronics,7.93E+11,,,
44.35 ,44.35 ,In Stock,New,USD,FALSE,84,Hotelectronics,Value,AlpineSPE-6000,Electronics,7.93E+11,,,
72.99 ,72.99 ,Yes,New,USD,TRUE,1,Bestbuy.com,,AlpineSPE-6000,Electronics,7.93E+11,,,
65.99 ,65.99 ,Yes,New,USD,TRUE,1,Bestbuy.com,,AlpineSPE-6000,Electronics,7.93E+11,,,
71.99 ,71.99 ,Yes,New,USD,TRUE,1,Bestbuy.com,,AlpineSPE-6000,Electronics,7.93E+11,,,
89.99 ,89.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,AlpineSPE-6000,Electronics,7.93E+11,,,
80.99 ,80.99 ,Yes,New,USD,TRUE,1,Bestbuy.com,,AlpineSPE-6000,Electronics,7.93E+11,,,
64.99 ,64.99 ,Yes,New,USD,TRUE,1,Bestbuy.com,,AlpineSPE-6000,Electronics,7.93E+11,,,
59.99 ,59.99 ,Yes,New,USD,TRUE,1,Bestbuy.com,,AlpineSPE-6000,Electronics,7.93E+11,,,
249.99 ,249.99 ,undefined,new,USD,FALSE,1,Bestbuy.com,,Transcend,,TRANSCEND Storage,TS480GJDM420,Electronics,7.61E+11
289.99 ,289.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,Free Shipping,Transcend,,TRANSCEND Storage,TS480GJDM420,Electronics,7.61E+11
270.99 ,270.99 ,Yes,New,USD,TRUE,1,Bestbuy.com,Free Shipping,Transcend,,TRANSCEND Storage,TS480GJDM420,Electronics,7.61E+11
348.99 ,348.99 ,In Stock,New,USD,FALSE,95,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Transcend,,TRANSCEND Storage,TS480GJDM420,Electronics,7.61E+11
349.99 ,349.99 ,In Stock,New,USD,FALSE,96,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Transcend,,TRANSCEND Storage,TS480GJDM420,Electronics,7.61E+11
22.99 ,22.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,Samsung,,SAMSUNG,EB-P310SIWESTA,Electronics,8.87E+11
14.84 ,14.84 ,yes,New,USD,FALSE,98,accessorynet,FREE,Samsung,,SAMSUNG,EB-P310SIWESTA,Electronics,8.87E+11
17.99 ,17.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,Samsung,,SAMSUNG,EB-P310SIWESTA,Electronics,8.87E+11
49.00 ,49.00 ,In Stock,New,USD,FALSE,100,bhphotovideo.com,Free Expedited Shipping for most orders over $49,MEE audioHP-AF32-RB-MEE,Electronics,7.36E+11,,,
34.99 ,34.99 ,In Stock,New,USD,TRUE,101,bhphotovideo.com,Free Expedited Shipping for most orders over $49,MEE audioHP-AF32-RB-MEE,Electronics,7.36E+11,,,
62.99 ,62.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,Free Shipping on orders 35 and up,MEE audioHP-AF32-RB-MEE,Electronics,7.36E+11,,,
44.99 ,44.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,MEE audioHP-AF32-RB-MEE,Electronics,7.36E+11,,,
80.74 ,80.74 ,In Stock,New,USD,FALSE,104,"OliveElect, LLC",Value,MEE audioHP-AF32-RB-MEE,Electronics,7.36E+11,,,
49.99 ,49.99 ,In Stock,New,USD,FALSE,105,bhphotovideo.com,Free Expedited Shipping for most orders over $49,MEE audioHP-AF32-RB-MEE,Electronics,7.36E+11,,,
29.99 ,29.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,MEE audioHP-AF32-RB-MEE,Electronics,7.36E+11,,,
59.99 ,59.99 ,In Stock,New,USD,FALSE,107,bhphotovideo.com,Free Expedited Shipping for most orders over $49,MEE audioHP-AF32-RB-MEE,Electronics,7.36E+11,,,
449.99 ,449.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,SpeakerCraftASM86601-5,Electronics,6.64E+11,,,
449.99 ,449.99 ,TRUE,new,USD,FALSE,1,Bestbuy.com,,SpeakerCraftASM86601-5,Electronics,6.64E+11,,,
21.99 ,21.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,Peerless,7.35E+11,Peerless,ACC570,Electronics,7.35E+11
32.00 ,32.00 ,In Stock,New,USD,FALSE,111,Beach Audio Inc,Value,Peerless,7.35E+11,Peerless,ACC570,Electronics,7.35E+11
21.99 ,21.99 ,undefined,new,USD,FALSE,1,Bestbuy.com,,Peerless,7.35E+11,Peerless,ACC570,Electronics,7.35E+11
17.85 ,17.85 ,In Stock,New,USD,FALSE,113,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Peerless,7.35E+11,Peerless,ACC570,Electronics,7.35E+11
46.69 ,46.69 ,In Stock,New,USD,FALSE,114,Walmart.com,Expedited,Kenwood,,Kenwood,KFC-1653MRW,Electronics,19048210340
54.86 ,47.99 ,In Stock,New,USD,TRUE,115,Walmart.com,Expedited,Kenwood,,Kenwood,KFC-1653MRW,Electronics,19048210340
52.52 ,52.52 ,In Stock,New,USD,FALSE,116,Walmart.com,Expedited,Kenwood,,Kenwood,KFC-1653MRW,Electronics,19048210340
55.97 ,48.01 ,In Stock,New,USD,TRUE,117,Walmart.com,Expedited,Kenwood,,Kenwood,KFC-1653MRW,Electronics,19048210340
55.31 ,55.31 ,yes,New,USD,FALSE,118,gadget-town,FREE,Kenwood,,Kenwood,KFC-1653MRW,Electronics,19048210340
219.99 ,57.93 ,In Stock,New,USD,TRUE,119,HappEshopper,Standard,Kenwood,,Kenwood,KFC-1653MRW,Electronics,19048210340
69.99 ,69.99 ,Yes,New,USD,TRUE,1,Bestbuy.com,,Kenwood,,Kenwood,KFC-1653MRW,Electronics,19048210340
56.68 ,56.68 ,Out Of Stock,New,USD,FALSE,121,Walmart.com,,Kenwood,,Kenwood,KFC-1653MRW,Electronics,19048210340
54.99 ,54.99 ,yes,New,USD,FALSE,122,gadget-town,FREE,Kenwood,,Kenwood,KFC-1653MRW,Electronics,19048210340
89.99 ,89.99 ,Yes,New,USD,TRUE,1,Bestbuy.com,,Kenwood,,Kenwood,KFC-1653MRW,Electronics,19048210340
77.99 ,77.99 ,Yes,New,USD,TRUE,1,Bestbuy.com,,Kenwood,,Kenwood,KFC-1653MRW,Electronics,19048210340
53.75 ,53.75 ,yes,New,USD,FALSE,125,closeoutmartdeals,FREE,Kenwood,,Kenwood,KFC-1653MRW,Electronics,19048210340
219.99 ,52.59 ,In Stock,New,USD,TRUE,126,HappEshopper,Standard,Kenwood,,Kenwood,KFC-1653MRW,Electronics,19048210340
99.99 ,99.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,Kenwood,,Kenwood,KFC-1653MRW,Electronics,19048210340
139.99 ,139.99 ,yes,Used,USD,FALSE,128,kmaacp,,PanamaxMR5100,Electronics,50616008945,,,
353.98 ,353.98 ,TRUE,new,USD,FALSE,1,Bestbuy.com,,PanamaxMR5100,Electronics,50616008945,,,
159.09 ,159.09 ,In Stock,New,USD,FALSE,130,AMI Ventures Inc,Standard,Microsoft,8.90E+11,Microsoft,RH7-00001,Electronics,8.90E+11
159.99 ,159.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,Microsoft,8.90E+11,Microsoft,RH7-00001,Electronics,8.90E+11
137.99 ,137.99 ,Yes,New,USD,TRUE,1,Bestbuy.com,,Microsoft,8.90E+11,Microsoft,RH7-00001,Electronics,8.90E+11
159.99 ,159.99 ,In Stock,New,USD,FALSE,133,Walmart.com,Expedited,Microsoft,8.90E+11,Microsoft,RH7-00001,Electronics,8.90E+11
159.99 ,159.99 ,In Stock,New,USD,FALSE,134,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Microsoft,8.90E+11,Microsoft,RH7-00001,Electronics,8.90E+11
124.19 ,124.19 ,In Stock,New,USD,FALSE,135,uShopMall,Value,Microsoft,8.90E+11,Microsoft,RH7-00001,Electronics,8.90E+11
159.99 ,125.41 ,In Stock,New,USD,TRUE,136,antonline,Value,Microsoft,8.90E+11,Microsoft,RH7-00001,Electronics,8.90E+11
121.99 ,121.99 ,Yes,New,USD,TRUE,1,Bestbuy.com,,Microsoft,8.90E+11,Microsoft,RH7-00001,Electronics,8.90E+11
299.99 ,299.99 ,TRUE,new,USD,FALSE,1,Bestbuy.com,,Ultimate Ears984-000911,Electronics,97855134431,,,
208.99 ,208.99 ,TRUE,new,USD,TRUE,1,Bestbuy.com,,Ultimate Ears984-000911,Electronics,97855134431,,,
179.98 ,179.98 ,Yes,New,USD,FALSE,1,Bestbuy.com,,Niles,60514010391,,SS-4,Electronics,7.61E+11
179.98 ,179.98 ,undefined,new,USD,FALSE,1,Bestbuy.com,,Niles,60514010391,,SS-4,Electronics,7.61E+11
229.98 ,229.98 ,Yes,New,USD,FALSE,1,Bestbuy.com,,SpeakerCraftASM56602,Electronics,6.64E+11,,,
229.98 ,229.98 ,TRUE,new,USD,FALSE,1,Bestbuy.com,,SpeakerCraftASM56602,Electronics,6.64E+11,,,
219.99 ,219.99 ,undefined,new,USD,FALSE,1,Bestbuy.com,,CorsairCMR16GX4M2C3200C16,Electronics,8.44E+11,,,
209.99 ,209.99 ,undefined,new,USD,TRUE,1,Bestbuy.com,,CorsairCMR16GX4M2C3200C16,Electronics,8.44E+11,,,
179.99 ,179.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,CorsairCMR16GX4M2C3200C16,Electronics,8.44E+11,,,
174.99 ,174.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,CorsairCMR16GX4M2C3200C16,Electronics,8.44E+11,,,
25.89 ,25.89 ,Yes,New,USD,FALSE,148,Wayfair - Bestbuy.com,,DENAQ,,Denaq,DQ-F4600A-5525,Electronics,8.14E+11
20.99 ,20.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,DENAQ,,Denaq,DQ-F4600A-5525,Electronics,8.14E+11
38.99 ,38.99 ,TRUE,new,USD,FALSE,150,Wayfair - Walmart.com,,DENAQ,,Denaq,DQ-F4600A-5525,Electronics,8.14E+11
20.99 ,20.99 ,TRUE,new,USD,FALSE,1,Bestbuy.com,,DENAQ,,Denaq,DQ-F4600A-5525,Electronics,8.14E+11
20.99 ,20.99 ,Yes,New,USD,TRUE,152,Wayfair - Bestbuy.com,,DENAQ,,Denaq,DQ-F4600A-5525,Electronics,8.14E+11
29.99 ,29.99 ,TRUE,new,USD,FALSE,153,Wayfair - Walmart.com,,DENAQ,,Denaq,DQ-F4600A-5525,Electronics,8.14E+11
49.95 ,49.95 ,In Stock,New,USD,FALSE,154,District Camera,Value,Peak Design,,Peak Design,SLL-1,Electronics,8.55E+11
49.95 ,49.95 ,In Stock,New,USD,FALSE,155,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Peak Design,,Peak Design,SLL-1,Electronics,8.55E+11
39.99 ,39.99 ,yes,Used,USD,FALSE,156,goldstar_tech,FREE,Peak Design,,Peak Design,SLL-1,Electronics,8.55E+11
29.95 ,29.95 ,In Stock,New,USD,TRUE,157,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Peak Design,,Peak Design,SLL-1,Electronics,8.55E+11
49.95 ,49.95 ,yes,New,USD,FALSE,158,buydig,FREE,Peak Design,,Peak Design,SLL-1,Electronics,8.55E+11
39.99 ,39.99 ,Yes,New,USD,TRUE,1,Bestbuy.com,,Peak Design,,Peak Design,SLL-1,Electronics,8.55E+11
42.46 ,42.46 ,In Stock,New,USD,FALSE,160,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Peak Design,,Peak Design,SLL-1,Electronics,8.55E+11
39.95 ,39.95 ,In Stock,New,USD,FALSE,161,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Peak Design,,Peak Design,SLL-1,Electronics,8.55E+11
49.99 ,49.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,Peak Design,,Peak Design,SLL-1,Electronics,8.55E+11
79.95 ,79.95 ,In Stock,New,USD,FALSE,163,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Lowepro,56035351853,Lowepro,LP35185,Electronics,56035351853
78.99 ,78.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,Lowepro,56035351853,Lowepro,LP35185,Electronics,56035351853
89.95 ,89.95 ,In Stock,New,USD,FALSE,165,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Lowepro,56035351853,Lowepro,LP35185,Electronics,56035351853
65.19 ,65.19 ,In Stock,New,USD,FALSE,166,Walmart.com,Expedited,Lowepro,56035351853,Lowepro,LP35185,Electronics,56035351853
66.99 ,66.99 ,In Stock,New,USD,FALSE,167,bhphotovideo.com,Free Expedited Shipping for most orders over $49,Lowepro,56035351853,Lowepro,LP35185,Electronics,56035351853
79.95 ,79.95 ,In Stock,New,USD,FALSE,168,Adorama Camera,Standard,Lowepro,56035351853,Lowepro,LP35185,Electronics,56035351853
450.99 ,450.99 ,Yes,New,USD,TRUE,1,Bestbuy.com,,SamsungUN50M5300FXZA,Electronics,8.87E+11,,,
599.99 ,397.99 ,In Stock,New,USD,TRUE,170,Walmart.com,Standard,SamsungUN50M5300FXZA,Electronics,8.87E+11,,,
477.99 ,477.99 ,In Stock,New,USD,TRUE,171,bhphotovideo.com,Free Expedited Shipping for most orders over $49,SamsungUN50M5300FXZA,Electronics,8.87E+11,,,
496.36 ,496.36 ,In Stock,New,USD,FALSE,172,Wholesale Connection,Value,SamsungUN50M5300FXZA,Electronics,8.87E+11,,,
599.99 ,477.99 ,In Stock,New,USD,TRUE,173,Walmart.com,Standard,SamsungUN50M5300FXZA,Electronics,8.87E+11,,,
449.99 ,449.99 ,TRUE,new,USD,FALSE,1,Bestbuy.com,,SamsungUN50M5300FXZA,Electronics,8.87E+11,,,
479.99 ,479.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,SamsungUN50M5300FXZA,Electronics,8.87E+11,,,
599.99 ,497.99 ,In Stock,New,USD,TRUE,176,Walmart.com,Standard,SamsungUN50M5300FXZA,Electronics,8.87E+11,,,
549.00 ,549.00 ,In Stock,New,USD,FALSE,177,Beach Camera,Standard,SamsungUN50M5300FXZA,Electronics,8.87E+11,,,
497.99 ,497.99 ,In Stock,New,USD,FALSE,178,bhphotovideo.com,Free Expedited Shipping for most orders over $49,SamsungUN50M5300FXZA,Electronics,8.87E+11,,,
549.99 ,549.99 ,In Stock,New,USD,FALSE,179,Beach Camera,Standard,SamsungUN50M5300FXZA,Electronics,8.87E+11,,,
599.99 ,447.99 ,In Stock,New,USD,TRUE,180,Walmart.com,Standard,SamsungUN50M5300FXZA,Electronics,8.87E+11,,,
447.99 ,447.99 ,In Stock,New,USD,TRUE,181,bhphotovideo.com,Free Expedited Shipping for most orders over $49,SamsungUN50M5300FXZA,Electronics,8.87E+11,,,
529.00 ,529.00 ,In Stock,New,USD,FALSE,182,Beach Camera,Standard,SamsungUN50M5300FXZA,Electronics,8.87E+11,,,
599.99 ,329.99 ,In Stock,New,USD,TRUE,183,Walmart.com,Standard,SamsungUN50M5300FXZA,Electronics,8.87E+11,,,
431.99 ,431.99 ,Yes,New,USD,TRUE,1,Bestbuy.com,,SamsungUN50M5300FXZA,Electronics,8.87E+11,,,
497.99 ,497.99 ,In Stock,New,USD,FALSE,185,Beach Camera,Standard,SamsungUN50M5300FXZA,Electronics,8.87E+11,,,
499.99 ,499.99 ,Yes,New,USD,FALSE,1,Bestbuy.com,,SamsungUN50M5300FXZA,Electronics,8.87E+11,,,
399.99 ,399.99 ,TRUE,new,USD,TRUE,1,Bestbuy.com,,SamsungUN50M5300FXZA,Electronics,8.87E+11,,,
499.99 ,499.99 ,In Stock,New,USD,FALSE,188,Beach Camera,Standard,SamsungUN50M5300FXZA,Electronics,8.87E+11,,,
37.99 ,37.99 ,Out Of Stock,New,USD,FALSE,189,Walmart.com,,"Sdi Technologies, Inc.",,iHome,IBT33BC,Electronics,47532907711
